species_id,species,order,family,subfamily,genus,epithet,author,common_name_br,category_iucn,endemic_br
mam_463,Sigmodon alstoni,Rodentia,Cricetidae,Sigmodontinae,Sigmodon,alstoni,"(Thomas, 1881)",rato-do-mato,NA,NA
mam_464,Rhagomys longilingua,Rodentia,Cricetidae,Sigmodontinae,Rhagomys,longilingua,"Luna & Patterson, 2003",desconhecido,NA,NA
mam_465,Rhagomys rufescens,Rodentia,Cricetidae,Sigmodontinae,Rhagomys,rufescens,"(Thomas, 1886)","rato-vermelho, rato-do-mato-laranja, rato-do-mato-vermelho",NA,NA
mam_466,Rhipidomys baturiteensis,Rodentia,Cricetidae,Sigmodontinae,Rhipidomys,baturiteensis,"Tribe, 2005",rato-da-árvore,NA,NA
mam_467,Rhipidomys cariri,Rodentia,Cricetidae,Sigmodontinae,Rhipidomys,cariri,"Tribe, 2005",rato-da-árvore,NA,NA
mam_468,Rhipidomys cearanus,Rodentia,Cricetidae,Sigmodontinae,Rhipidomys,cearanus,"Thomas, 1910",rato-da-árvore,NA,NA
mam_469,Rhipidomys emiliae,Rodentia,Cricetidae,Sigmodontinae,Rhipidomys,emiliae,"(Allen, 1916)",rato-da-árvore,NA,NA
mam_470,Rhipidomys gardneri,Rodentia,Cricetidae,Sigmodontinae,Rhipidomys,gardneri,"Patton, da Silva & Malcolm, 2000",rato-da-árvore,NA,NA
mam_471,Rhipidomys ipukensis,Rodentia,Cricetidae,Sigmodontinae,Rhipidomys,ipukensis,"Rocha, Costa & Costa, 2011",rato-da-árvore,NA,NA
mam_472,Rhipidomys itoan,Rodentia,Cricetidae,Sigmodontinae,Rhipidomys,itoan,"B. Costa et al., 2011",rato-da-árvore,NA,NA
mam_473,Rhipidomys leucodactylus,Rodentia,Cricetidae,Sigmodontinae,Rhipidomys,leucodactylus,"(Tschudi, 1845)",rato-da-árvore,NA,NA
mam_474,Rhipidomys macconnelli,Rodentia,Cricetidae,Sigmodontinae,Rhipidomys,macconnelli,"De Winton, 1900",rato-da-árvore,NA,NA
mam_475,Rhipidomys macrurus,Rodentia,Cricetidae,Sigmodontinae,Rhipidomys,macrurus,"(Gervais, 1855)",rato-da-árvore,NA,NA
mam_476,Rhipidomys mastacalis,Rodentia,Cricetidae,Sigmodontinae,Rhipidomys,mastacalis,"(Lund, 1840)",rato-da-árvore,NA,NA
mam_477,Rhipidomys nitela,Rodentia,Cricetidae,Sigmodontinae,Rhipidomys,nitela,"Thomas, 1901",rato-da-árvore,NA,NA
mam_478,Rhipidomys tribei,Rodentia,Cricetidae,Sigmodontinae,Rhipidomys,tribei,"B. Costa et al., 2011",rato-da-árvore,NA,NA
mam_479,Rhipidomys wetzeli,Rodentia,Cricetidae,Sigmodontinae,Rhipidomys,wetzeli,"Gardner, 1990",rato-da-árvore,NA,NA
mam_480,Juliomys ossitenuis,Rodentia,Cricetidae,Sigmodontinae,Juliomys,ossitenuis,"L. Costa et al., 2007",rato-do-mato,NA,NA
mam_481,Juliomys pictipes,Rodentia,Cricetidae,Sigmodontinae,Juliomys,pictipes,"(Osgood, 1933)",rato-do-mato,NA,NA
mam_482,Juliomys rimofrons,Rodentia,Cricetidae,Sigmodontinae,Juliomys,rimofrons,"Oliveira & Bonvicino, 2002",rato-do-mato,NA,NA
mam_483,Juliomys ximenezi,Rodentia,Cricetidae,Sigmodontinae,Juliomys,ximenezi,"Christoff et al., 2016",rato-do-mato,NA,NA
mam_484,Phaenomys ferrugineus,Rodentia,Cricetidae,Sigmodontinae,Phaenomys,ferrugineus,"(Thomas, 1894)",rato-do-mato-ferrugíneo,NA,NA
mam_485,Wiedomys cerradensis,Rodentia,Cricetidae,Sigmodontinae,Wiedomys,cerradensis,"Gonçalves, Almeida & Bonvicino, 2005","rato-do-mato, rato-da-caatinga",NA,NA
mam_486,Wiedomys pyrrhorhinos,Rodentia,Cricetidae,Sigmodontinae,Wiedomys,pyrrhorhinos,"(Wied-Neuwied, 1821)","rato-de-fava, rato-palhaço",NA,NA
mam_487,Wilfredomys oenax,Rodentia,Cricetidae,Sigmodontinae,Wilfredomys,oenax,"(Thomas, 1928)",rato-do-mato,NA,NA
mam_488,Sciurillus pusillus,Rodentia,Sciuridae,Sciurillinae,Sciurillus,pusillus,"(É. Geoffroy Saint-Hilaire, 1803)",quatipuruzinho,NA,NA
mam_489,Guerlinguetus aestuans,Rodentia,Sciuridae,Sciurinae,Guerlinguetus,aestuans,"(Linnaeus, 1766)","caxinguelê, serelepe, esquilo, quatipuru-pequeno",NA,NA
mam_490,Guerlinguetus brasiliensis,Rodentia,Sciuridae,Sciurinae,Guerlinguetus,brasiliensis,"(Gmelin, 1788)","caxinguelê, serelepe, esquilo, quatipuru-pequeno",NA,NA
mam_491,Hadrosciurus ignitus,Rodentia,Sciuridae,Sciurinae,Hadrosciurus,ignitus,"(Gray, 1867)",quatipuru,NA,NA
mam_492,Hadrosciurus igniventris,Rodentia,Sciuridae,Sciurinae,Hadrosciurus,igniventris,"(Wagner, 1842)",quatipuru,NA,NA
mam_493,Hadrosciurus spadiceus,Rodentia,Sciuridae,Sciurinae,Hadrosciurus,spadiceus,"(Olfers, 1818)",quatipuru,NA,NA
mam_494,Hadrosciurus pyrrhinus,Rodentia,Sciuridae,Sciurinae,Hadrosciurus,pyrrhinus,"(Thomas, 1898)",quatipuru,NA,NA
mam_495,Microsciurus flaviventer,Rodentia,Sciuridae,Sciurinae,Microsciurus,flaviventer,"(Gray, 1867)",quatipuruzinho-bigodeiro,NA,NA
mam_496,Centronycteris maximiliani,Chiroptera,Emballonuridae,Emballonurinae,Centronycteris,maximiliani,"(Fischer, 1829)",morcego,NA,NA
mam_497,Cormura brevirostris,Chiroptera,Emballonuridae,Emballonurinae,Cormura,brevirostris,"(Wagner, 1843)",morcego,NA,NA
mam_498,Cyttarops alecto,Chiroptera,Emballonuridae,Emballonurinae,Cyttarops,alecto,"Thomas, 1913",morcego,NA,NA
mam_499,Diclidurus albus,Chiroptera,Emballonuridae,Emballonurinae,Diclidurus,albus,"Wied-Neuwied, 1820",morcego-fantasma,NA,NA
mam_500,Diclidurus ingens,Chiroptera,Emballonuridae,Emballonurinae,Diclidurus,ingens,"Hernández-Camacho, 1955",morcego-fantasma,NA,NA
mam_501,Diclidurus isabella,Chiroptera,Emballonuridae,Emballonurinae,Diclidurus,isabella,"(Thomas, 1920)",morcego,NA,NA
mam_502,Diclidurus scutatus,Chiroptera,Emballonuridae,Emballonurinae,Diclidurus,scutatus,"Peters, 1869",morcego-fantasma,NA,NA
mam_503,Peropteryx kappleri,Chiroptera,Emballonuridae,Emballonurinae,Peropteryx,kappleri,"Peters, 1867",morcego,NA,NA
mam_504,Peropteryx leucoptera,Chiroptera,Emballonuridae,Emballonurinae,Peropteryx,leucoptera,"Peters, 1867",morcego,NA,NA
mam_505,Peropteryx macrotis,Chiroptera,Emballonuridae,Emballonurinae,Peropteryx,macrotis,"(Wagner, 1843)",morcego,NA,NA
mam_506,Peropteryx pallidoptera,Chiroptera,Emballonuridae,Emballonurinae,Peropteryx,pallidoptera,"Lim et al., 2010",morcego,NA,NA
mam_507,Peropteryx trinitatis,Chiroptera,Emballonuridae,Emballonurinae,Peropteryx,trinitatis,"Miller, 1899",morcego,NA,NA
mam_508,Rhynchonycteris naso,Chiroptera,Emballonuridae,Emballonurinae,Rhynchonycteris,naso,"(Wied-Neuwied, 1820)",morcego-de-tromba,NA,NA
mam_509,Saccopteryx bilineata,Chiroptera,Emballonuridae,Emballonurinae,Saccopteryx,bilineata,"(Temminck, 1838)",morcego,NA,NA
mam_510,Saccopteryx canescens,Chiroptera,Emballonuridae,Emballonurinae,Saccopteryx,canescens,"Thomas, 1901",morcego,NA,NA
mam_511,Saccopteryx gymnura,Chiroptera,Emballonuridae,Emballonurinae,Saccopteryx,gymnura,"Thomas, 1901",morcego,NA,NA
mam_512,Saccopteryx leptura,Chiroptera,Emballonuridae,Emballonurinae,Saccopteryx,leptura,"(Schreber, 1774)",morcego,NA,NA
mam_513,Furipterus horrens,Chiroptera,Furipteridae,NA,Furipterus,horrens,"(Cuvier, 1828)",morcego-borboleta,NA,NA
mam_514,Cynomops abrasus,Chiroptera,Molossidae,Molossinae,Cynomops,abrasus,"(Temminck, 1826)",morcego,NA,NA
mam_515,Cynomops greenhalli,Chiroptera,Molossidae,Molossinae,Cynomops,greenhalli,"Goodwin, 1958",morcego,NA,NA
mam_516,Cynomops mastivus,Chiroptera,Molossidae,Molossinae,Cynomops,mastivus,"(Thomas, 1911)",morcego,NA,NA
mam_517,Cynomops milleri,Chiroptera,Molossidae,Molossinae,Cynomops,milleri,"(Osgood, 1914)",morcego,NA,NA
mam_518,Cynomops planirostris,Chiroptera,Molossidae,Molossinae,Cynomops,planirostris,"(Peters, 1865)",morcego,NA,NA
mam_519,Eumops auripendulus,Chiroptera,Molossidae,Molossinae,Eumops,auripendulus,"(Shaw, 1800)",morcego,NA,NA
mam_520,Eumops bonariensis,Chiroptera,Molossidae,Molossinae,Eumops,bonariensis,"(Peters, 1874)",morcego,NA,NA
mam_521,Eumops chimaera,Chiroptera,Molossidae,Molossinae,Eumops,chimaera,"Gregorin et al., 2016",morcego,NA,NA
mam_522,Eumops dabbenei,Chiroptera,Molossidae,Molossinae,Eumops,dabbenei,"Thomas, 1914",morcego,NA,NA
mam_523,Eumops delticus,Chiroptera,Molossidae,Molossinae,Eumops,delticus,"Thomas, 1923",morcego,NA,NA
mam_524,Eumops glaucinus,Chiroptera,Molossidae,Molossinae,Eumops,glaucinus,"(Wagner, 1843)",morcego,NA,NA
mam_525,Eumops hansae,Chiroptera,Molossidae,Molossinae,Eumops,hansae,"Sanborn, 1932",morcego,NA,NA
mam_526,Eumops maurus,Chiroptera,Molossidae,Molossinae,Eumops,maurus,"(Thomas, 1901)",morcego,NA,NA
mam_527,Eumops patagonicus,Chiroptera,Molossidae,Molossinae,Eumops,patagonicus,"Thomas, 1924",morcego,NA,NA
mam_528,Eumops perotis,Chiroptera,Molossidae,Molossinae,Eumops,perotis,"(Schinz, 1821)",morcego,NA,NA
mam_529,Eumops trumbulli,Chiroptera,Molossidae,Molossinae,Eumops,trumbulli,"(Thomas, 1901)",morcego,NA,NA
mam_530,Molossops neglectus,Chiroptera,Molossidae,Molossinae,Molossops,neglectus,"Williams & Genoways, 1980",morcego,NA,NA
mam_531,Molossops temminckii,Chiroptera,Molossidae,Molossinae,Molossops,temminckii,"(Burmeister, 1854)",morcego,NA,NA
mam_532,Molossus aztecus,Chiroptera,Molossidae,Molossinae,Molossus,aztecus,"Saussure, 1860",morcego,NA,NA
mam_533,Molossus coibensis,Chiroptera,Molossidae,Molossinae,Molossus,coibensis,"Allen, 1904",morcego,NA,NA
mam_534,Molossus currentium,Chiroptera,Molossidae,Molossinae,Molossus,currentium,"Thomas, 1901",morcego,NA,NA
mam_535,Molossus fluminensis,Chiroptera,Molossidae,Molossinae,Molossus,fluminensis,"Lataste, 1891",morcego,NA,NA
mam_536,Molossus molossus,Chiroptera,Molossidae,Molossinae,Molossus,molossus,"(Pallas, 1766)",morcego-de-cauda-livre,NA,NA
mam_537,Molossus pretiosus,Chiroptera,Molossidae,Molossinae,Molossus,pretiosus,"Miller, 1902",morcego,NA,NA
mam_538,Molossus rufus,Chiroptera,Molossidae,Molossinae,Molossus,rufus,"É. Geoffroy St.-Hilaire, 1805",morcego-cauda-de-rato-maior,NA,NA
mam_539,Neoplatymops mattogrossensis,Chiroptera,Molossidae,Molossinae,Neoplatymops,mattogrossensis,"(Vieira, 1942)",morcego,NA,NA
mam_540,Nyctinomops aurispinosus,Chiroptera,Molossidae,Molossinae,Nyctinomops,aurispinosus,"(Peale, 1848)",morcego,NA,NA
mam_541,Nyctinomops laticaudatus,Chiroptera,Molossidae,Molossinae,Nyctinomops,laticaudatus,"(É. Geoffroy St.-Hilaire, 1805)",morcego,NA,NA
mam_542,Nyctinomops macrotis,Chiroptera,Molossidae,Molossinae,Nyctinomops,macrotis,"(Gray, 1840)",morcego,NA,NA
mam_543,Promops centralis,Chiroptera,Molossidae,Molossinae,Promops,centralis,"Thomas, 1915",morcego,NA,NA
mam_544,Promops nasutus,Chiroptera,Molossidae,Molossinae,Promops,nasutus,"(Spix, 1823)",morcego,NA,NA
mam_545,Tadarida brasiliensis,Chiroptera,Molossidae,Molossinae,Tadarida,brasiliensis,"(I. Geoffroy St.-Hilaire, 1824)",morcego,NA,NA
mam_546,Pteronotus alitonus,Chiroptera,Mormoopidae,NA,Pteronotus,alitonus,"A. Pavan, Bobrowiec & Percequillo, 2018",morcego,NA,NA
mam_547,Pteronotus gymnonotus,Chiroptera,Mormoopidae,NA,Pteronotus,gymnonotus,"(Wagner, 1843)",morcego,NA,NA
mam_548,Pteronotus personatus,Chiroptera,Mormoopidae,NA,Pteronotus,personatus,"(Wagner, 1843)",morcego,NA,NA
mam_549,Pteronotus rubiginosus,Chiroptera,Mormoopidae,NA,Pteronotus,rubiginosus,"(Wagner, 1843)",morcego,NA,NA
mam_550,Natalus macrourus,Chiroptera,Natalidae,NA,Natalus,macrourus,"(Gervais, 1856)",morcego,NA,NA
mam_551,Noctilio albiventris,Chiroptera,Noctilionidae,NA,Noctilio,albiventris,"Desmarest, 1818",morcego-pescador,NA,NA
mam_552,Noctilio leporinus,Chiroptera,Noctilionidae,NA,Noctilio,leporinus,"(Linnaeus, 1758)",morcego-pescador,NA,NA
mam_553,Carollia benkeithi,Chiroptera,Phyllostomidae,Carolliinae,Carollia,benkeithi,"Solari & Baker, 2006",morcego,NA,NA
mam_554,Carollia brevicauda,Chiroptera,Phyllostomidae,Carolliinae,Carollia,brevicauda,"(Schinz, 1821)",morcego,NA,NA
mam_555,Carollia perspicillata,Chiroptera,Phyllostomidae,Carolliinae,Carollia,perspicillata,"(Linnaeus, 1758)",morcego,NA,NA
mam_556,Rhinophylla fischerae,Chiroptera,Phyllostomidae,Rhinophyllinae,Rhinophylla,fischerae,"Carter, 1966",morcego,NA,NA
mam_557,Rhinophylla pumilio,Chiroptera,Phyllostomidae,Rhinophyllinae,Rhinophylla,pumilio,"Peters, 1865",morcego,NA,NA
mam_558,Desmodus rotundus,Chiroptera,Phyllostomidae,Desmodontinae,Desmodus,rotundus,"(É. Geoffroy St.-Hilaire, 1810)",morcego-vampiro-comum,NA,NA
mam_559,Diaemus youngii,Chiroptera,Phyllostomidae,Desmodontinae,Diaemus,youngii,"(Jentink, 1893)",morcego-vampiro,NA,NA
mam_560,Diphylla ecaudata,Chiroptera,Phyllostomidae,Desmodontinae,Diphylla,ecaudata,"Spix, 1823",morcego-vampiro,NA,NA
mam_561,Anoura caudifer,Chiroptera,Phyllostomidae,Glossophaginae,Anoura,caudifer,"(É. Geoffroy St.-Hilaire, 1818)",morcego-beija-flor,NA,NA
mam_562,Anoura geoffroyi,Chiroptera,Phyllostomidae,Glossophaginae,Anoura,geoffroyi,"Gray, 1838",morcego-beija-flor,NA,NA
mam_563,Choeroniscus godmani,Chiroptera,Phyllostomidae,Glossophaginae,Choeroniscus,godmani,"(Thomas, 1903)",morcego-beija-flor,NA,NA
mam_564,Choeroniscus minor,Chiroptera,Phyllostomidae,Glossophaginae,Choeroniscus,minor,"(Peters, 1868)",morcego-beija-flor,NA,NA
mam_565,Dryadonycteris capixaba,Chiroptera,Phyllostomidae,Glossophaginae,Dryadonycteris,capixaba,"Nogueira et al., 2012",morcego-beija-flor,NA,NA
mam_566,Lichonycteris degener,Chiroptera,Phyllostomidae,Glossophaginae,Lichonycteris,degener,"Miller, 1931",morcego-beija-flor,NA,NA
mam_567,Scleronycteris ega,Chiroptera,Phyllostomidae,Glossophaginae,Scleronycteris,ega,"Thomas, 1912",morcego-beija-flor,NA,NA
mam_568,Glossophaga commissarisi,Chiroptera,Phyllostomidae,Glossophaginae,Glossophaga,commissarisi,"Gardner, 1962",morcego-beija-flor,NA,NA
mam_569,Glossophaga longirostris,Chiroptera,Phyllostomidae,Glossophaginae,Glossophaga,longirostris,"Miller, 1898",morcego-beija-flor,NA,NA
mam_570,Glossophaga soricina,Chiroptera,Phyllostomidae,Glossophaginae,Glossophaga,soricina,"(Pallas, 1766)",morcego-beija-flor,NA,NA
mam_571,Hsunycteris thomasi,Chiroptera,Phyllostomidae,Lonchophyllinae,Hsunycteris,thomasi,"(Allen, 1904)",morcego-beija-flor,NA,NA
mam_572,Hsunycteris pattoni,Chiroptera,Phyllostomidae,Lonchophyllinae,Hsunycteris,pattoni,"(Woodman & Timm, 2006)",morcego-beija-flor,NA,NA
mam_573,Lionycteris spurrelli,Chiroptera,Phyllostomidae,Lonchophyllinae,Lionycteris,spurrelli,"Thomas, 1913",morcego-beija-flor,NA,NA
mam_574,Lonchophylla bokermanni,Chiroptera,Phyllostomidae,Lonchophyllinae,Lonchophylla,bokermanni,"Sazima, Vizotto & Taddei, 1978",morcego-beija-flor,NA,NA
mam_575,Lonchophylla dekeyseri,Chiroptera,Phyllostomidae,Lonchophyllinae,Lonchophylla,dekeyseri,"Taddei, Vizotto & Sazima, 1983",morceguinho-do-cerrado,NA,NA
mam_576,Lonchophylla inexpectata,Chiroptera,Phyllostomidae,Lonchophyllinae,Lonchophylla,inexpectata,"Moratelli & Dias, 2015",morcego-beija-flor,NA,NA
mam_577,Lonchophylla mordax,Chiroptera,Phyllostomidae,Lonchophyllinae,Lonchophylla,mordax,"Thomas, 1903",morcego-beija-flor,NA,NA
mam_578,Lonchophylla peracchii,Chiroptera,Phyllostomidae,Lonchophyllinae,Lonchophylla,peracchii,"Dias, Esbérard & Moratelli, 2013",morcego-beija-flor,NA,NA
mam_579,Xeronycteris vieirai,Chiroptera,Phyllostomidae,Lonchophyllinae,Xeronycteris,vieirai,"Gregorin & Ditchfield, 2005",morcego-beija-flor,NA,NA
mam_580,Glyphonycteris behnii,Chiroptera,Phyllostomidae,Glyphonycterinae,Glyphonycteris,behnii,"(Peters, 1865)",morcego,NA,NA
mam_581,Glyphonycteris daviesi,Chiroptera,Phyllostomidae,Glyphonycterinae,Glyphonycteris,daviesi,"(Hill, 1965)",morcego,NA,NA
mam_582,Glyphonycteris sylvestris,Chiroptera,Phyllostomidae,Glyphonycterinae,Glyphonycteris,sylvestris,"Thomas, 1896",morcego,NA,NA
mam_583,Neonycteris pusilla,Chiroptera,Phyllostomidae,Glyphonycterinae,Neonycteris,pusilla,"(Sanborn, 1949)",morcego,NA,NA
mam_584,Trinycteris nicefori,Chiroptera,Phyllostomidae,Glyphonycterinae,Trinycteris,nicefori,"(Sanborn, 1949)",morcego,NA,NA
mam_585,Lampronycteris brachyotis,Chiroptera,Phyllostomidae,Micronycterinae,Lampronycteris,brachyotis,"(Dobson, 1879)",morcego,NA,NA
mam_586,Micronycteris hirsuta,Chiroptera,Phyllostomidae,Micronycterinae,Micronycteris,hirsuta,"(Peters, 1869)",morcego,NA,NA
mam_587,Micronycteris homezorum,Chiroptera,Phyllostomidae,Micronycterinae,Micronycteris,homezorum,"Pirlot, 1967",morcego,NA,NA
mam_588,Micronycteris megalotis,Chiroptera,Phyllostomidae,Micronycterinae,Micronycteris,megalotis,"(Gray, 1842)",morcego,NA,NA
mam_589,Micronycteris microtis,Chiroptera,Phyllostomidae,Micronycterinae,Micronycteris,microtis,"Miller, 1898",morcego,NA,NA
mam_590,Micronycteris minuta,Chiroptera,Phyllostomidae,Micronycterinae,Micronycteris,minuta,"(Gervais, 1856)",morcego,NA,NA
mam_591,Micronycteris sanborni,Chiroptera,Phyllostomidae,Micronycterinae,Micronycteris,sanborni,"Simmons, 1996",morcego,NA,NA
mam_592,Micronycteris schmidtorum,Chiroptera,Phyllostomidae,Micronycterinae,Micronycteris,schmidtorum,"Sanborn, 1935",morcego,NA,NA
mam_593,Lonchorhina aurita,Chiroptera,Phyllostomidae,Lonchorhininae,Lonchorhina,aurita,"Tomes, 1863",morcego,NA,NA
mam_594,Lonchorhina inusitata,Chiroptera,Phyllostomidae,Lonchorhininae,Lonchorhina,inusitata,"Handley & Ochoa, 1997",morcego,NA,NA
mam_595,Macrophyllum macrophyllum,Chiroptera,Phyllostomidae,Phyllostominae,Macrophyllum,macrophyllum,"(Schinz, 1821)",morcego,NA,NA
mam_596,Trachops cirrhosus,Chiroptera,Phyllostomidae,Phyllostominae,Trachops,cirrhosus,"(Spix, 1823)",morcego,NA,NA
mam_597,Gardnerycteris crenulatum,Chiroptera,Phyllostomidae,Phyllostominae,Gardnerycteris,crenulatum,"(É. Geoffroy St.-Hilaire, 1803)",morcego,NA,NA
mam_598,Lophostoma brasiliense,Chiroptera,Phyllostomidae,Phyllostominae,Lophostoma,brasiliense,"Peters, 1867",morcego,NA,NA
mam_599,Lophostoma carrikeri,Chiroptera,Phyllostomidae,Phyllostominae,Lophostoma,carrikeri,"(Allen, 1910)",morcego,NA,NA
mam_600,Lophostoma schulzi,Chiroptera,Phyllostomidae,Phyllostominae,Lophostoma,schulzi,"(Genoways & Williams, 1980)",morcego,NA,NA
mam_601,Lophostoma silvicola,Chiroptera,Phyllostomidae,Phyllostominae,Lophostoma,silvicola,"d'Orbigny, 1836",morcego,NA,NA
mam_602,Phylloderma stenops,Chiroptera,Phyllostomidae,Phyllostominae,Phylloderma,stenops,"(Peters, 1865)",morcego,NA,NA
mam_603,Phyllostomus discolor,Chiroptera,Phyllostomidae,Phyllostominae,Phyllostomus,discolor,"(Wagner, 1843)",morcego,NA,NA
mam_604,Phyllostomus elongatus,Chiroptera,Phyllostomidae,Phyllostominae,Phyllostomus,elongatus,"(É. Geoffroy St.-Hilaire, 1810)",morcego,NA,NA
mam_605,Phyllostomus hastatus,Chiroptera,Phyllostomidae,Phyllostominae,Phyllostomus,hastatus,"(Pallas, 1767)",morcego,NA,NA
mam_606,Phyllostomus latifolius,Chiroptera,Phyllostomidae,Phyllostominae,Phyllostomus,latifolius,"(Thomas, 1901)",morcego,NA,NA
mam_607,Tonatia bidens,Chiroptera,Phyllostomidae,Phyllostominae,Tonatia,bidens,"(Spix, 1823)",morcego,NA,NA
mam_608,Tonatia maresi,Chiroptera,Phyllostomidae,Phyllostominae,Tonatia,maresi,"Williams, Willig & Reid, 1995",morcego,NA,NA
mam_609,Chrotopterus auritus,Chiroptera,Phyllostomidae,Phyllostominae,Chrotopterus,auritus,"(Peters, 1856)",morcego,NA,NA
mam_610,Mimon bennettii,Chiroptera,Phyllostomidae,Phyllostominae,Mimon,bennettii,"(Gray, 1838)",morcego,NA,NA
mam_611,Vampyrum spectrum,Chiroptera,Phyllostomidae,Phyllostominae,Vampyrum,spectrum,"(Linnaeus, 1758)",morcego,NA,NA
mam_612,Ametrida centurio,Chiroptera,Phyllostomidae,Stenodermatinae,Ametrida,centurio,"Gray, 1847",morcego,NA,NA
mam_613,Artibeus fimbriatus,Chiroptera,Phyllostomidae,Stenodermatinae,Artibeus,fimbriatus,"Gray, 1838",morcego,NA,NA
mam_614,Artibeus lituratus,Chiroptera,Phyllostomidae,Stenodermatinae,Artibeus,lituratus,"(Olfers, 1818)",morcego-das-frutas,NA,NA
mam_615,Artibeus obscurus,Chiroptera,Phyllostomidae,Stenodermatinae,Artibeus,obscurus,"(Schinz, 1821)",morcego,NA,NA
mam_616,Artibeus planirostris,Chiroptera,Phyllostomidae,Stenodermatinae,Artibeus,planirostris,"(Spix, 1823)",morcego,NA,NA
mam_617,Artibeus anderseni,Chiroptera,Phyllostomidae,Stenodermatinae,Artibeus,anderseni,"Osgood, 1916",morcego,NA,NA
