species_id,species,order,family,subfamily,genus,epithet,author,common_name_br,category_iucn,endemic_br
mam_618,Artibeus bogotensis,Chiroptera,Phyllostomidae,Stenodermatinae,Artibeus,bogotensis,"Andersen, 1906",morcego,NA,NA
mam_619,Artibeus cinereus,Chiroptera,Phyllostomidae,Stenodermatinae,Artibeus,cinereus,"(Gervais, 1856)",morcego,NA,NA
mam_620,Artibeus gnoma,Chiroptera,Phyllostomidae,Stenodermatinae,Artibeus,gnoma,"Handley, 1987",morcego,NA,NA
mam_621,Artibeus concolor,Chiroptera,Phyllostomidae,Stenodermatinae,Artibeus,concolor,"Peters, 1865",morcego,NA,NA
mam_622,Chiroderma doriae,Chiroptera,Phyllostomidae,Stenodermatinae,Chiroderma,doriae,"Thomas, 1891",morcego,NA,NA
mam_623,Chiroderma trinitatum,Chiroptera,Phyllostomidae,Stenodermatinae,Chiroderma,trinitatum,"Goodwin, 1958",morcego,NA,NA
mam_624,Chiroderma villosum,Chiroptera,Phyllostomidae,Stenodermatinae,Chiroderma,villosum,"Peters, 1860",morcego,NA,NA
mam_625,Mesophylla macconnelli,Chiroptera,Phyllostomidae,Stenodermatinae,Mesophylla,macconnelli,"Thomas, 1901",morcego,NA,NA
mam_626,Platyrrhinus angustirostris,Chiroptera,Phyllostomidae,Stenodermatinae,Platyrrhinus,angustirostris,"Velazco, Gardner & Patterson, 2010",morcego-de-linha-branca,NA,NA
mam_627,Platyrrhinus aurarius,Chiroptera,Phyllostomidae,Stenodermatinae,Platyrrhinus,aurarius,"(Handley & Ferris, 1972)",morcego-de-linha-branca,NA,NA
mam_628,Platyrrhinus brachycephalus,Chiroptera,Phyllostomidae,Stenodermatinae,Platyrrhinus,brachycephalus,"(Rouk & Carter, 1972)",morcego-de-linha-branca,NA,NA
mam_629,Platyrrhinus fusciventris,Chiroptera,Phyllostomidae,Stenodermatinae,Platyrrhinus,fusciventris,"Velazco, Gardner & Patterson, 2010",morcego-de-linha-branca,NA,NA
mam_630,Platyrrhinus incarum,Chiroptera,Phyllostomidae,Stenodermatinae,Platyrrhinus,incarum,"(Thomas, 1912)",morcego-de-linha-branca,NA,NA
mam_631,Platyrrhinus infuscus,Chiroptera,Phyllostomidae,Stenodermatinae,Platyrrhinus,infuscus,"(Peters, 1880)",morcego-de-linha-branca,NA,NA
mam_632,Platyrrhinus lineatus,Chiroptera,Phyllostomidae,Stenodermatinae,Platyrrhinus,lineatus,"(É. Geoffroy St.-Hilaire, 1810)",morcego-de-linha-branca,NA,NA
mam_633,Platyrrhinus recifinus,Chiroptera,Phyllostomidae,Stenodermatinae,Platyrrhinus,recifinus,"(Thomas, 1901)",morcego-de-linha-branca,NA,NA
mam_634,Pygoderma bilabiatum,Chiroptera,Phyllostomidae,Stenodermatinae,Pygoderma,bilabiatum,"(Wagner, 1843)",morcego,NA,NA
mam_635,Uroderma bilobatum,Chiroptera,Phyllostomidae,Stenodermatinae,Uroderma,bilobatum,"Peters, 1866",morcego,NA,NA
mam_636,Uroderma magnirostrum,Chiroptera,Phyllostomidae,Stenodermatinae,Uroderma,magnirostrum,"Davis, 1968",morcego,NA,NA
mam_637,Vampyressa pusilla,Chiroptera,Phyllostomidae,Stenodermatinae,Vampyressa,pusilla,"(Wagner, 1843)",morcego,NA,NA
mam_638,Vampyressa thyone,Chiroptera,Phyllostomidae,Stenodermatinae,Vampyressa,thyone,"(Thomas, 1909)",morcego,NA,NA
mam_639,Vampyriscus bidens,Chiroptera,Phyllostomidae,Stenodermatinae,Vampyriscus,bidens,"(Dobson, 1878)",morcego,NA,NA
mam_640,Vampyriscus brocki,Chiroptera,Phyllostomidae,Stenodermatinae,Vampyriscus,brocki,"(Peterson, 1968)",morcego,NA,NA
mam_641,Vampyrodes caraccioli,Chiroptera,Phyllostomidae,Stenodermatinae,Vampyrodes,caraccioli,"(Thomas, 1889)",morcego,NA,NA
mam_642,Sphaeronycteris toxophyllum,Chiroptera,Phyllostomidae,Stenodermatinae,Sphaeronycteris,toxophyllum,"Peters, 1882",morcego,NA,NA
mam_643,Sturnira giannae,Chiroptera,Phyllostomidae,Stenodermatinae,Sturnira,giannae,"Velazco & Patterson, 2019",morcego,NA,NA
mam_644,Sturnira lilium,Chiroptera,Phyllostomidae,Stenodermatinae,Sturnira,lilium,"(É. Geoffroy St.-Hilaire, 1810)",morcego,NA,NA
mam_645,Sturnira magna,Chiroptera,Phyllostomidae,Stenodermatinae,Sturnira,magna,"de la Torre, 1966",morcego,NA,NA
mam_646,Sturnira tildae,Chiroptera,Phyllostomidae,Stenodermatinae,Sturnira,tildae,"de la Torre, 1959",morcego,NA,NA
mam_647,Thyroptera devivoi,Chiroptera,Thyropteridae,NA,Thyroptera,devivoi,"Gregorin et al., 2006",morcego-de-ventosa,NA,NA
mam_648,Thyroptera discifera,Chiroptera,Thyropteridae,NA,Thyroptera,discifera,"(Lichtenstein & Peters, 1855)",morcego-de-ventosa,NA,NA
mam_649,Thyroptera lavali,Chiroptera,Thyropteridae,NA,Thyroptera,lavali,"Pine, 1993",morcego-de-ventosa,NA,NA
mam_650,Thyroptera tricolor,Chiroptera,Thyropteridae,NA,Thyroptera,tricolor,"Spix, 1823",morcego-de-ventosa,NA,NA
mam_651,Thyroptera wynneae,Chiroptera,Thyropteridae,NA,Thyroptera,wynneae,"Velazco et al., 2014",morcego-de-ventosa,NA,NA
mam_652,Myotis albescens,Chiroptera,Vespertilionidae,Myotinae,Myotis,albescens,"(É. Geoffroy St.-Hilaire, 1806)",morcego,NA,NA
mam_653,Myotis izecksohni,Chiroptera,Vespertilionidae,Myotinae,Myotis,izecksohni,"Moratelli et al., 2011",morcego,NA,NA
mam_654,Myotis lavali,Chiroptera,Vespertilionidae,Myotinae,Myotis,lavali,"Moratelli et al., 2011",morcego,NA,NA
mam_655,Myotis levis,Chiroptera,Vespertilionidae,Myotinae,Myotis,levis,"(I. Geoffroy St.-Hilaire, 1824)",morcego,NA,NA
mam_656,Myotis nigricans,Chiroptera,Vespertilionidae,Myotinae,Myotis,nigricans,"(Schinz, 1821)",morcego,NA,NA
mam_657,Myotis riparius,Chiroptera,Vespertilionidae,Myotinae,Myotis,riparius,"Handley, 1960",morcego,NA,NA
mam_658,Myotis ruber,Chiroptera,Vespertilionidae,Myotinae,Myotis,ruber,"(É. Geoffroy St.-Hilaire, 1806)",morcego-vermelho,NA,NA
mam_659,Myotis simus,Chiroptera,Vespertilionidae,Myotinae,Myotis,simus,"Thomas, 1901",morcego,NA,NA
mam_660,Rhogeessa hussoni,Chiroptera,Vespertilionidae,Vespertilioninae,Rhogeessa,hussoni,"Genoways & Baker, 1996",morcego,NA,NA
mam_661,Rhogeessa io,Chiroptera,Vespertilionidae,Vespertilioninae,Rhogeessa,io,"Thomas, 1903",morcego,NA,NA
mam_662,Eptesicus brasiliensis,Chiroptera,Vespertilionidae,Vespertilioninae,Eptesicus,brasiliensis,"(Desmarest, 1819)",morcego,NA,NA
mam_663,Eptesicus chiriquinus,Chiroptera,Vespertilionidae,Vespertilioninae,Eptesicus,chiriquinus,"Thomas, 1920",morcego,NA,NA
mam_664,Eptesicus diminutus,Chiroptera,Vespertilionidae,Vespertilioninae,Eptesicus,diminutus,"Osgood, 1915",morcego,NA,NA
mam_665,Eptesicus furinalis,Chiroptera,Vespertilionidae,Vespertilioninae,Eptesicus,furinalis,"(d'Orbigny & Gervais, 1847)",morcego,NA,NA
mam_666,Eptesicus taddeii,Chiroptera,Vespertilionidae,Vespertilioninae,Eptesicus,taddeii,"Miranda, Bernardi & Passos, 2006",morcego,NA,NA
mam_667,Histiotus alienus,Chiroptera,Vespertilionidae,Vespertilioninae,Histiotus,alienus,"Thomas, 1916",morcego,NA,NA
mam_668,Histiotus diaphanopterus,Chiroptera,Vespertilionidae,Vespertilioninae,Histiotus,diaphanopterus,"Feijó, Rocha & Althoff, 2015",morcego,NA,NA
mam_669,Histiotus laephotis,Chiroptera,Vespertilionidae,Vespertilioninae,Histiotus,laephotis,"Thomas, 1916",morcego,NA,NA
mam_670,Histiotus montanus,Chiroptera,Vespertilionidae,Vespertilioninae,Histiotus,montanus,"(Philippi & Landbeck, 1861)",morcego,NA,NA
mam_671,Histiotus velatus,Chiroptera,Vespertilionidae,Vespertilioninae,Histiotus,velatus,"(I. Geoffroy St.-Hilaire, 1824)",morcego,NA,NA
mam_672,Lasiurus villosissimus,Chiroptera,Vespertilionidae,Vespertilioninae,Lasiurus,villosissimus,"(É. Geoffroy St.-Hilaire, 1806)",morcego,NA,NA
mam_673,Lasiurus egregius,Chiroptera,Vespertilionidae,Vespertilioninae,Lasiurus,egregius,"(Peters, 1870)",morcego,NA,NA
mam_674,Lasiurus blossevillii,Chiroptera,Vespertilionidae,Vespertilioninae,Lasiurus,blossevillii,"(Lesson, 1826)",morcego-vermelho,NA,NA
mam_675,Lasiurus castaneus,Chiroptera,Vespertilionidae,Vespertilioninae,Lasiurus,castaneus,"Handley, 1960",morcego,NA,NA
mam_676,Lasiurus ebenus,Chiroptera,Vespertilionidae,Vespertilioninae,Lasiurus,ebenus,"Fazzolari-Corrêa, 1994",morcego,NA,NA
mam_677,Lasiurus ega,Chiroptera,Vespertilionidae,Vespertilioninae,Lasiurus,ega,"(Gervais, 1856)",morcego,NA,NA
mam_678,Atelocynus microtis,Carnivora,Canidae,NA,Atelocynus,microtis,"(Sclater, 1883)",cachorro-do-mato-de-orelha-curta,NA,NA
mam_679,Cerdocyon thous,Carnivora,Canidae,NA,Cerdocyon,thous,"(Linnaeus, 1766)","cachorro-do-mato, graxaim, raposa",NA,NA
mam_680,Chrysocyon brachyurus,Carnivora,Canidae,NA,Chrysocyon,brachyurus,"(Illiger, 1815)","lobo-guará, guará",NA,NA
mam_681,Lycalopex gymnocercus,Carnivora,Canidae,NA,Lycalopex,gymnocercus,"(Fischer, 1814)","graxaim-do-campo, graxaim, raposa-do-campo",NA,NA
mam_682,Lycalopex vetulus,Carnivora,Canidae,NA,Lycalopex,vetulus,"(Lund, 1842)",raposinha,NA,NA
mam_683,Speothos venaticus,Carnivora,Canidae,NA,Speothos,venaticus,"(Lund, 1842)",cachorro-do-mato-vinagre,NA,NA
mam_684,Conepatus chinga,Carnivora,Mephitidae,NA,Conepatus,chinga,"(Molina, 1782)","zorrilho, cangambá, jaritataca",NA,NA
mam_685,Conepatus semistriatus,Carnivora,Mephitidae,NA,Conepatus,semistriatus,"(Boddaert, 1785)","cangambá, jaritataca",NA,NA
mam_686,Eira barbara,Carnivora,Mustelidae,Guloninae,Eira,barbara,"(Linnaeus, 1758)","irara, papa-mel",NA,NA
mam_687,Galictis cuja,Carnivora,Mustelidae,Ictonychinae,Galictis,cuja,"(Molina, 1782)","furão-pequeno, furão",NA,NA
mam_688,Galictis vittata,Carnivora,Mustelidae,Ictonychinae,Galictis,vittata,"(Schreber, 1776)","furão-grande, furão",NA,NA
mam_689,Mustela africana,Carnivora,Mustelidae,Mustelinae,Mustela,africana,"Desmarest, 1818",doninha-amazônica,NA,NA
mam_690,Lontra longicaudis,Carnivora,Mustelidae,Lutrinae,Lontra,longicaudis,"(Olfers, 1818)",lontra,NA,NA
mam_691,Pteronura brasiliensis,Carnivora,Mustelidae,Lutrinae,Pteronura,brasiliensis,"(Zimmermann, 1780)",ariranha,NA,NA
mam_692,Arctocephalus australis,Carnivora,Otariidae,NA,Arctocephalus,australis,"(Zimmermann, 1783)",lobo-marinho-do-sul,NA,NA
mam_693,Arctocephalus gazella,Carnivora,Otariidae,NA,Arctocephalus,gazella,"(Peters, 1875)",lobo-marinho-antártico,NA,NA
mam_694,Arctocephalus tropicalis,Carnivora,Otariidae,NA,Arctocephalus,tropicalis,"(Gray, 1872)",lobo-marinho-subantártico,NA,NA
mam_695,Otaria flavescens,Carnivora,Otariidae,NA,Otaria,flavescens,"(Shaw, 1800)",leão-marinho-do-sul,NA,NA
mam_696,Hydrurga leptonyx,Carnivora,Phocidae,NA,Hydrurga,leptonyx,"(Blainville, 1820)",foca-leopardo,NA,NA
mam_697,Leptonychotes weddellii,Carnivora,Phocidae,NA,Leptonychotes,weddellii,"(Lesson, 1826)",foca-de-weddell,NA,NA
mam_698,Lobodon carcinophaga,Carnivora,Phocidae,NA,Lobodon,carcinophaga,"(Hombron & Jacquinot, 1842)",foca-caranguejeira,NA,NA
mam_699,Mirounga leonina,Carnivora,Phocidae,NA,Mirounga,leonina,"(Linnaeus, 1758)",elefante-marinho-do-sul,NA,NA
mam_700,Bassaricyon alleni,Carnivora,Procyonidae,NA,Bassaricyon,alleni,"Thomas, 1880",olingo,NA,NA
mam_701,Nasua nasua,Carnivora,Procyonidae,NA,Nasua,nasua,"(Linnaeus, 1766)",quati,NA,NA
mam_702,Potos flavus,Carnivora,Procyonidae,NA,Potos,flavus,"(Schreber, 1774)",jupará,NA,NA
mam_703,Procyon cancrivorus,Carnivora,Procyonidae,NA,Procyon,cancrivorus,"Cuvier, 1798","mão-pelada, guaxinim",NA,NA
mam_704,Herpailurus yagouaroundi,Carnivora,Felidae,Felinae,Herpailurus,yagouaroundi,"(É. Geoffroy Saint-Hilaire, 1803)","gato-mourisco, jaguarundi",NA,NA
mam_705,Leopardus braccatus,Carnivora,Felidae,Felinae,Leopardus,braccatus,"(Cope, 1889)","gato-palheiro, gato-do-Pantanal",NA,NA
mam_706,Leopardus emiliae,Carnivora,Felidae,Felinae,Leopardus,emiliae,"(Thomas, 1914)",gato -do-mato,NA,NA
mam_707,Leopardus geoffroyi,Carnivora,Felidae,Felinae,Leopardus,geoffroyi,"(d'Orbigny & Gervais, 1844)",gato -do-mato-grande,NA,NA
mam_708,Leopardus guttulus,Carnivora,Felidae,Felinae,Leopardus,guttulus,"(Hensel, 1872)","gato-do-mato-pequeno-do-sul, gato-do-mato-pequeno",NA,NA
mam_709,Leopardus munoai,Carnivora,Felidae,Felinae,Leopardus,munoai,"(Ximénez, 1961)","gato-palheiro, gato-do-Pampa",NA,NA
mam_710,Leopardus pardalis,Carnivora,Felidae,Felinae,Leopardus,pardalis,"(Linnaeus, 1758)",jaguatirica,NA,NA
mam_711,Leopardus tigrinus,Carnivora,Felidae,Felinae,Leopardus,tigrinus,"(Schreber, 1775)",gato-do-mato-pequeno,NA,NA
mam_712,Leopardus wiedii,Carnivora,Felidae,Felinae,Leopardus,wiedii,"(Schinz, 1821)","gato-maracajá, maracajá, gato-peludo, gato-macaco",NA,NA
mam_713,Puma concolor,Carnivora,Felidae,Felinae,Puma,concolor,"(Linnaeus, 1771)","puma, onça parta, suçuarana, leão-baio",NA,NA
mam_714,Panthera onca,Carnivora,Felidae,Pantherinae,Panthera,onca,"(Linnaeus, 1758)",onça-pintada,NA,NA
mam_715,Tapirus terrestris,Perissodactyla,Tapiriidae,NA,Tapirus,terrestris,"(Linnaeus, 1758)",anta,NA,NA
mam_716,Blastocerus dichotomus,Cetartiodactyla,Cervidae,Capreolinae,Blastocerus,dichotomus,"(Illiger, 1815)",cervo-do-pantanal,NA,NA
mam_717,Mazama americana,Cetartiodactyla,Cervidae,Capreolinae,Mazama,americana,"(Erxleben, 1777)",veado-mateiro,NA,NA
mam_718,Mazama jucunda,Cetartiodactyla,Cervidae,Capreolinae,Mazama,jucunda,"Thomas, 1913",veado-mateiro-pequeno,NA,NA
mam_719,Mazama nana,Cetartiodactyla,Cervidae,Capreolinae,Mazama,nana,"Hensel, 1872",veado-mão-curta,NA,NA
mam_720,Mazama nemorivaga,Cetartiodactyla,Cervidae,Capreolinae,Mazama,nemorivaga,"(Cuvier, 1817)",veado-roxo,NA,NA
mam_721,Mazama rufa,Cetartiodactyla,Cervidae,Capreolinae,Mazama,rufa,"(Illiger, 1815)",veado-mateiro,NA,NA
mam_722,Odocoileus virginianus,Cetartiodactyla,Cervidae,Capreolinae,Odocoileus,virginianus,"(Zimmermann, 1780)",veado-da-cauda-branca,NA,NA
mam_723,Ozotoceros bezoarticus,Cetartiodactyla,Cervidae,Capreolinae,Ozotoceros,bezoarticus,"(Linnaeus, 1758)",veado-campeiro,NA,NA
mam_724,Subulo gouazoubira,Cetartiodactyla,Cervidae,Capreolinae,Subulo,gouazoubira,"(Fischer, 1814)",veado-catingueiro,NA,NA
mam_725,Dicotyles tajacu,Cetartiodactyla,Tayassuidae,NA,Dicotyles,tajacu,"(Linnaeus, 1758)",cateto,NA,NA
mam_726,Tayassu pecari,Cetartiodactyla,Tayassuidae,NA,Tayassu,pecari,"(Link, 1795)",queixada,NA,NA
mam_727,Eubalaena australis,Cetartiodactyla,Balaenidae,NA,Eubalaena,australis,"(Desmoulins, 1822)",baleia-franca-austral,NA,NA
mam_728,Balaenoptera acutorostrata,Cetartiodactyla,Balaenopteridae,NA,Balaenoptera,acutorostrata,"Lacépède, 1804",baleia-minke-comum,NA,NA
mam_729,Balaenoptera bonaerensis,Cetartiodactyla,Balaenopteridae,NA,Balaenoptera,bonaerensis,"Burmeister, 1867",baleia-minke-antártica,NA,NA
mam_730,Balaenoptera borealis,Cetartiodactyla,Balaenopteridae,NA,Balaenoptera,borealis,"Lesson, 1828",baleia-sei,NA,NA
mam_731,Balaenoptera edeni,Cetartiodactyla,Balaenopteridae,NA,Balaenoptera,edeni,"Anderson, 1879",baleia-de-Bryde,NA,NA
mam_732,Balaenoptera omurai,Cetartiodactyla,Balaenopteridae,NA,Balaenoptera,omurai,"Wada, Oishi, Yamada 2003",baleia-de-Omura,NA,NA
mam_733,Balaenoptera musculus,Cetartiodactyla,Balaenopteridae,NA,Balaenoptera,musculus,"(Linnaeus, 1758)",baleia-azul,NA,NA
mam_734,Balaenoptera physalus,Cetartiodactyla,Balaenopteridae,NA,Balaenoptera,physalus,"(Linnaeus, 1758)",baleia-fin,NA,NA
mam_735,Megaptera novaeangliae,Cetartiodactyla,Balaenopteridae,NA,Megaptera,novaeangliae,"(Borowski, 1781)",baleia-jubarte,NA,NA
mam_736,Cephalorhynchus commersonii,Cetartiodactyla,Delphinidae,NA,Cephalorhynchus,commersonii,"(Lacépède, 1804)",golfinho-de-Commerson,NA,NA
mam_737,Delphinus delphis,Cetartiodactyla,Delphinidae,NA,Delphinus,delphis,"Linnaeus, 1758",golfinho-comum,NA,NA
mam_738,Feresa attenuata,Cetartiodactyla,Delphinidae,NA,Feresa,attenuata,"Gray, 1874",orca-pigmeia,NA,NA
mam_739,Globicephala macrorhynchus,Cetartiodactyla,Delphinidae,NA,Globicephala,macrorhynchus,"Gray, 1846",baleia-piloto-de-peitorais-curtas,NA,NA
mam_740,Globicephala melas,Cetartiodactyla,Delphinidae,NA,Globicephala,melas,"(Traill, 1809)",baleia-piloto-de-peitorais-longas,NA,NA
mam_741,Grampus griseus,Cetartiodactyla,Delphinidae,NA,Grampus,griseus,"(Cuvier, 1812)",golfinho-de-Risso,NA,NA
mam_742,Lagenodelphis hosei,Cetartiodactyla,Delphinidae,NA,Lagenodelphis,hosei,"Fraser, 1956",golfinho-de-Fraser,NA,NA
mam_743,Lagenorhynchus australis,Cetartiodactyla,Delphinidae,NA,Lagenorhynchus,australis,"(Peale, 1848)",golfinho-austral,NA,NA
mam_744,Lissodelphis peronii,Cetartiodactyla,Delphinidae,NA,Lissodelphis,peronii,"(Lacépède, 1804)",golfinho-liso-do-sul,NA,NA
mam_745,Orcinus orca,Cetartiodactyla,Delphinidae,NA,Orcinus,orca,"(Linnaeus, 1758)",orca,NA,NA
mam_746,Peponocephala electra,Cetartiodactyla,Delphinidae,NA,Peponocephala,electra,"(Owen, 1846)",golfinho-cabeça-de-melão,NA,NA
mam_747,Pseudorca crassidens,Cetartiodactyla,Delphinidae,NA,Pseudorca,crassidens,"(Owen, 1846)",falsa-orca,NA,NA
mam_748,Sotalia fluviatilis,Cetartiodactyla,Delphinidae,NA,Sotalia,fluviatilis,"(Gervais & Deville, 1853)",tucuxi,NA,NA
mam_749,Sotalia guianensis,Cetartiodactyla,Delphinidae,NA,Sotalia,guianensis,"(Van Bénéden, 1864)",boto-cinza,NA,NA
mam_750,Stenella attenuata,Cetartiodactyla,Delphinidae,NA,Stenella,attenuata,"(Gray, 1846)",golfinho-pintado-pantropical,NA,NA
mam_751,Stenella clymene,Cetartiodactyla,Delphinidae,NA,Stenella,clymene,"(Gray, 1850)",golfinho-de-Clymene,NA,NA
mam_752,Stenella coeruleoalba,Cetartiodactyla,Delphinidae,NA,Stenella,coeruleoalba,"(Meyen, 1833)",golfinho-listrado,NA,NA
mam_753,Stenella frontalis,Cetartiodactyla,Delphinidae,NA,Stenella,frontalis,"(Cuvier, 1829)",golfinho-pintado-do-Atlântico,NA,NA
mam_754,Stenella longirostris,Cetartiodactyla,Delphinidae,NA,Stenella,longirostris,"(Gray, 1828)",golfinho-rotador,NA,NA
mam_755,Steno bredanensis,Cetartiodactyla,Delphinidae,NA,Steno,bredanensis,"(Cuvier, 1828)",golfinho-de-dentes-rugosos,NA,NA
mam_756,"Tursiops gephyreus Lahille,",Cetartiodactyla,Delphinidae,NA,Tursiops,"gephyreus Lahille,",NA,golfinho-nariz-de-garrafa-de-Lahille,NA,NA
mam_757,Tursiops truncatus,Cetartiodactyla,Delphinidae,NA,Tursiops,truncatus,"(Montagu, 1821)",golfinho-nariz-de-garrafa-comum,NA,NA
mam_758,Inia araguaiaensis,Cetartiodactyla,Iniidae,NA,Inia,araguaiaensis,"Hrbek et al., 2014",boto-do-Araguaia,NA,NA
mam_759,Inia boliviensis,Cetartiodactyla,Iniidae,NA,Inia,boliviensis,"d'Orbigny, 1834",boto-da-Bolívia,NA,NA
mam_760,Inia geoffrensis,Cetartiodactyla,Iniidae,NA,Inia,geoffrensis,"(Blainville, 1817)","boto-vermelho, boto-do-Amazonas",NA,NA
mam_761,Kogia breviceps,Cetartiodactyla,Kogiidae,NA,Kogia,breviceps,"(Blainville, 1838)",cachalote-pigmeu,NA,NA
mam_762,Kogia sima,Cetartiodactyla,Kogiidae,NA,Kogia,sima,"(Owen, 1866)",cachalote-anão,NA,NA
mam_763,Phocoena dioptrica,Cetartiodactyla,Phocoenidae,NA,Phocoena,dioptrica,"Lahille, 1912",boto-de-óculos,NA,NA
mam_764,Phocoena spinipinnis,Cetartiodactyla,Phocoenidae,NA,Phocoena,spinipinnis,"Burmeister, 1865",boto-de-Burmeister,NA,NA
mam_765,Physeter macrocephalus,Cetartiodactyla,Physeteridae,NA,Physeter,macrocephalus,"Linnaeus, 1758",cachalote,NA,NA
mam_766,Pontoporia blainvillei,Cetartiodactyla,Pontoporiidae,NA,Pontoporia,blainvillei,"(Gervais & d'Orbigny, 1844)",toninha,NA,NA
mam_767,Berardius arnuxii,Cetartiodactyla,Ziphiidae,NA,Berardius,arnuxii,"Duvernoy, 1851",baleia-bicuda-de-Arnoux,NA,NA
mam_768,Hyperoodon planifrons,Cetartiodactyla,Ziphiidae,NA,Hyperoodon,planifrons,"Flower, 1882",baleia-bicuda-do-sul,NA,NA
mam_769,Mesoplodon densirostris,Cetartiodactyla,Ziphiidae,NA,Mesoplodon,densirostris,"(Blainville, 1817)",baleia-bicuda-de-Blainville,NA,NA
mam_770,Mesoplodon europaeus,Cetartiodactyla,Ziphiidae,NA,Mesoplodon,europaeus,"(Gervais, 1855)",baleia-bicuda-de-Gervais,NA,NA
mam_771,Mesoplodon grayi,Cetartiodactyla,Ziphiidae,NA,Mesoplodon,grayi,"von Haast, 1876",baleia-bicuda-de-Gray,NA,NA
mam_772,Mesoplodon hectori,Cetartiodactyla,Ziphiidae,NA,Mesoplodon,hectori,"(Gray, 1871)",baleia-bicuda-de-Hector,NA,NA
mam_773,Mesoplodon layardii,Cetartiodactyla,Ziphiidae,NA,Mesoplodon,layardii,"(Gray, 1865)",baleia-bicuda-de-Layard,NA,NA
mam_774,Mesoplodon mirus,Cetartiodactyla,Ziphiidae,NA,Mesoplodon,mirus,"True, 1913",baleia-bicuda-de-True,NA,NA
mam_775,Ziphius cavirostris,Cetartiodactyla,Ziphiidae,NA,Ziphius,cavirostris,"Cuvier, 1823",baleia-bicuda-de-Cuvier,NA,NA
